year,country,gov_right1,gov_cent1,gov_left1,gov_party,elect,vturn,womenpar,realgdpgr,inflation,debt_hist,deficit,ttl_labf,labfopar,unemp,pop,pop15_64,pop65,elderly
1997,Estonia,8.22,0,74.76,4,,68.9,12.9,11.91,9.27,11.26,2.16,687.5,74.53,9.6,1399.54,922.46,200.7,14.34
1998,Estonia,0,0,78.57,5,,68.9,12.9,4.27,8.74,10.03,-0.76,675.4,73.63,9.2,1386.16,917.34,202.8,14.63
1999,Estonia,51.51,0,43.62,3,7/3/1999,57.4,17.8,-0.7,3.3,10.82,-3.32,663.3,71.93,11.3,1380.62,922.21,204.16,14.79
2000,Estonia,66.67,0,33.33,2,,57.4,17.8,10.09,4.02,6.82,-0.06,688.2,73.13,14.6,1396.99,941.24,209.45,14.99
2001,Estonia,66.67,0,33.33,2,,57.4,17.8,6.36,5.75,6.67,0.2,680.2,72.53,13,1388.12,937.85,212.17,15.28
2002,Estonia,44.62,52.92,2.47,2,,57.4,17.8,6.21,3.57,7.62,0.42,666.4,71.35,11.2,1379.35,933.97,215.77,15.64
2003,Estonia,84.5,15.5,0,1,2/3/2003,58.2,18.8,7.61,1.33,8.37,1.8,674.7,72.53,10.3,1370.72,930.26,219.57,16.02
2004,Estonia,100,0,0,1,,58.2,18.8,6.16,3.05,8.65,2.39,672.2,72.54,10.1,1362.55,926.64,223.2,16.38
2005,Estonia,74.27,25.73,0,1,,58.2,18.8,9.09,4.08,8.18,1.13,671.3,72.79,8,1354.78,922.26,226.51,16.72
2006,Estonia,64.29,35.71,0,1,,58.2,18.8,10.49,4.44,8.02,2.91,694.1,75.83,5.9,1346.81,915.36,229.99,17.08
2007,Estonia,74.89,9.2,15.91,2,4/3/2007,61.9,20.8,7.37,6.6,7.28,2.73,690.7,76.01,4.6,1340.68,908.66,232.89,17.37
2008,Estonia,78.57,0,21.43,2,,61.9,20.8,-4.97,10.36,8.4,-2.66,696,76.91,5.5,1337.09,904.81,233.24,17.44
2009,Estonia,90.96,0,9.04,2,,61.9,22.8,-14.26,-0.08,12.61,-2.18,689.2,76.47,13.5,1334.52,901.23,232.63,17.43
2010,Estonia,100,0,0,1,,61.9,22.8,1.84,2.97,11.95,0.19,684,76.32,16.7,1331.48,896.38,232.24,17.44
2011,Estonia,100,0,0,1,6/3/2011,63.5,19.8,7.54,4.98,9.39,1.16,690.3,77.63,12.3,1327.44,889.26,233.32,17.58
2012,Estonia,100,0,0,1,,63.5,20.8,5.13,3.93,12.94,-0.26,687.2,78.08,10,1322.7,880.15,236.34,17.87
2013,Estonia,100,0,0,1,,63.5,20.8,1.72,2.78,13.36,-0.17,682.8,78.42,8.6,1318,870.66,239.92,18.2
2014,Estonia,67.01,0,32.99,2,,63.5,19,2.9,-0.11,13.66,0.77,677.3,,7.4,1315.82,866.01,241.78,18.38
1960,Finland,0,100,0,1,,75,15,,3.42,12.57,2.33,2152,78,1.4,4430,2759,324,7.31
1961,Finland,0,96.4,0,1,,75,15,7.61,1.69,10.66,2.21,2173,77.58,1.1,4461,2801,332,7.44
1962,Finland,19.65,71.65,0,1,4/2/1962,85.1,14,2.98,4.38,11.35,2.12,2185,76.75,1.2,4491,2847,338,7.53
1963,Finland,26.65,62.19,0,1,,85.1,14,3.29,5,12.73,-0.11,2184,75.47,1.4,4523,2894,346,7.65
1964,Finland,11.03,19.3,0,1,,85.1,14,5.24,10.28,12.93,-0.01,2214,75.54,1.4,4549,2931,357,7.85
1965,Finland,36.36,63.64,0,1,,85.1,14,5.3,4.94,13.81,0.11,2211,74.75,1.3,4564,2958,367,8.04
1966,Finland,14.55,45.45,40,3,20/03/1966,84.9,16.5,2.37,3.87,13.83,0.23,2222,74.46,1.4,4581,2984,376,8.21
1967,Finland,0,33.33,66.67,4,,84.9,16.5,2.17,5.38,14.18,1.23,2206,73.19,2.7,4606,3014,387,8.4
1968,Finland,6.49,33.33,60.18,3,,84.9,16.5,2.3,9.19,14.16,1.43,2189,71.96,3.7,4626,3042,396,8.56
1969,Finland,8.33,33.33,58.33,3,,84.9,16.5,9.59,2.21,13.51,1.82,2188,71.71,2.6,4624,3051,409,8.85
1970,Finland,11.62,39.3,49.08,3,15/03/1970,82.2,16.5,7.47,2.74,11.83,3.05,2197,72.01,1.8,4606,3051,421,9.14
1971,Finland,13.38,41.5,38.38,3,,82.2,16.5,2.06,6.48,10.68,3.31,2203,71.76,2.1,4612,3070,435,9.43
1972,Finland,5.18,16.65,70.57,4,2/1/1972,81.4,21.5,7.6,6.66,9.72,2.5,2204,71.01,2.4,4640,3104,450,9.7
1973,Finland,12.5,37.5,43.75,3,,81.4,21.5,6.6,10.75,7.92,4.51,2245,71.66,2.1,4666,3133,466,9.99
1974,Finland,12.5,37.5,43.75,3,,81.4,21.5,3.07,16.94,6.29,3.41,2298,72.79,1.6,4691,3157,483,10.3
1975,Finland,12.04,30.14,37.62,3,21/09/1975,73.8,23,1.07,17.81,8.63,4.41,2302,72.53,2.3,4712,3174,500,10.61
1976,Finland,13.07,39.91,37.16,3,,73.8,23,0.17,14.34,7.85,7.12,2404,75.46,3.9,4726,3186,516,10.92
1977,Finland,11.1,52.85,29.53,2,,73.8,23,0.6,11.79,9.85,5.77,2405,75.27,5.9,4739,3195,533,11.25
1978,Finland,1.1,45.57,46.67,3,,73.8,23,2.5,7.8,13.03,3.46,2404,74.96,7.3,4753,3207,548,11.53
1979,Finland,7.12,39.78,46.9,3,12/3/1979,75.3,26,6.72,7.47,13.95,3.09,2432,75.5,6,4765,3221,561,11.77
1980,Finland,11.76,35.29,47.06,3,,75.3,26,5.09,11.59,13.45,3.43,2473,76.45,4.7,4779,3235,572,11.97
1981,Finland,11.76,35.29,47.06,3,,75.3,26,1.27,11.31,13.81,4.78,2506,76.94,4.9,4800,3257,582,12.13
1982,Finland,11.76,35.33,47.06,3,,75.3,26,3.1,9.58,16.12,2.82,2542,77.45,5.4,4827,3282,591,12.24
1983,Finland,11.76,41.18,47.06,3,20/03/1983,75.7,30.5,3.07,8.37,17.63,1.38,2557,77.37,5.5,4856,3305,600,12.36
1984,Finland,11.76,41.18,47.06,3,,75.7,30.5,2.99,7.07,17.04,3.06,2575,77.42,5.2,4882,3326,605,12.39
1985,Finland,11.76,41.18,47.06,3,,75.7,30.5,3.23,5.2,18.1,3.32,2596,77.75,4.9,4902,3339,612,12.48
1986,Finland,11.76,41.18,47.06,3,,75.7,30.5,2.75,2.93,19.07,3.92,2596,77.65,5.2,4918,3343,623,12.67
1987,Finland,37.53,17.17,45.3,3,15/03/1987,72.1,31.5,3.62,4.11,19.58,1.63,2583,77.2,4.8,4932,3346,634,12.85
1988,Finland,50,5.56,44.44,3,,72.1,31.5,5.15,5.09,18.49,5.08,2574,76.93,4.2,4947,3346,645,13.04
1989,Finland,50,5.56,44.44,3,,72.1,31.5,5.42,6.59,16.26,6.73,2612,78.04,3.1,4964,3347,656,13.22
1990,Finland,47.35,7.27,45.32,3,,72.1,31.5,0.14,6.15,16.1,5.31,2606,77.65,3.2,4986,3356,667,13.38
1991,Finland,48.91,36.26,14.83,2,17/03/1991,72.1,39,-5.92,4.31,24.33,-0.91,2571,76.29,6.6,5014,3370,679,13.54
1992,Finland,47.06,52.94,0,1,,72.1,39,-3.32,2.92,43.71,-5.31,2526,74.62,11.7,5042,3385,690,13.69
1993,Finland,47.06,52.94,0,1,,72.1,39,-0.73,2.19,56.58,-8.07,2504,73.73,16.3,5066,3396,701,13.84
1994,Finland,48.63,51.37,0,1,,72.1,39,3.94,1.09,59.15,-6.47,2489,73.12,16.6,5088,3404,713,14.01
1995,Finland,41.99,13.97,40.03,3,19/03/1995,71.7,33.5,4.21,0.79,63.67,-5.93,2510,73.61,15.4,5108,3410,726,14.21
1996,Finland,38.89,0,55.56,3,,71.7,33.5,3.66,0.63,64.38,-3.25,2521,73.78,14.6,5125,3417,738,14.4
1997,Finland,38.89,0,55.56,3,,71.7,33.5,6.25,1.19,62.74,-1.21,2508,73.18,12.7,5140,3427,748,14.55
1998,Finland,38.89,0,55.56,3,,71.7,33.5,5.43,1.4,59.32,1.64,2532,73.56,11.4,5153,3442,756,14.67
1999,Finland,42.86,0,51.58,3,21/03/1999,68.3,37,4.44,1.16,52.96,1.68,2578,74.62,10.2,5165,3455,763,14.77
2000,Finland,44.44,0,50,3,,68.3,36.6,5.63,3.04,50.92,6.86,2608.9,75.31,9.8,5176,3464,772,14.91
2001,Finland,44.44,0,50,3,,68.3,36.5,2.58,2.58,48.23,4.98,2626.3,75.64,9.1,5188,3472,782,15.07
2002,Finland,51.63,0,46.09,3,,68.3,36.5,1.68,1.57,48.03,4.07,2630,75.62,9.1,5201,3478,793,15.25
2003,Finland,24.02,31.54,44.44,3,16/03/2003,69.7,37.5,1.99,0.88,49.48,2.44,2619.6,75.21,9,5213,3483,806,15.46
2004,Finland,11.11,44.44,44.44,3,,69.7,37.5,3.93,0.19,49.56,2.21,2615.3,74.96,8.8,5228,3489,822,15.72
2005,Finland,11.11,44.44,44.44,3,,69.7,37.5,2.78,0.62,46.44,2.59,2641,75.48,8.4,5246,3499,836,15.94
2006,Finland,11.11,44.44,44.44,3,,69.7,38,4.05,1.57,43.94,3.93,2670,76.13,7.7,5267,3507,856,16.25
2007,Finland,38.49,41.32,20.19,2,18/03/2007,65,41.5,5.19,2.51,40.07,5.13,2695,76.58,6.9,5289,3519,872,16.49
2008,Finland,50,40,10,2,,65,41.5,0.72,4.07,38.81,4.18,2726,77.07,6.4,5313,3537,884,16.64
2009,Finland,50,40,10,2,,65,40,-8.27,0,49.53,-2.53,2698,76.04,8.2,5339,3548,901,16.88
2010,Finland,50,40,10,2,,65,40,2.99,1.18,55.92,-2.61,2690,75.77,8.4,5363,3550,926,17.27
2011,Finland,45.83,21.63,32.54,2,17/04/2011,67.4,42.5,2.57,3.42,57.08,-1.04,2703,76.36,7.8,5388,3540,960,17.82
2012,Finland,42.11,5.26,52.63,3,,67.4,42.5,-1.43,2.81,62.95,-2.18,2710,76.88,7.7,5414,3525,999,18.45
2013,Finland,42.11,5.26,52.63,3,,67.4,42.5,-0.76,1.48,64.03,-2.61,2695,76.82,8.2,5439,3508,1037,19.07
2014,Finland,47.38,5.59,47.03,3,,67.4,42.5,-0.7,1.04,70.64,-3.19,2699,77.47,8.7,5472,3484,1091,19.94
1960,France,42.86,19.05,4.76,2,,77.2,1.5,,4.14,94.05,,19905,70.29,1.6,45684.23,28320.29,5317.38,11.64
1961,France,42.86,19.05,4.76,2,,77.2,1.5,5.12,2.4,86.79,,19878,69.62,1.4,46162.83,28552.6,5408.18,11.72
1962,France,63.56,6.97,1.36,2,18/11/1962,68.7,1.9,6.54,5.33,77.88,,19911,68.33,1.6,46997.7,29137.7,5544.15,11.8
1963,France,72.73,0,0,1,,68.7,1.9,6.43,5,73.26,-0.05,20110,67.63,1.6,47816.22,29736.29,5663.88,11.85
1964,France,72.73,0,0,1,,68.7,1.9,6.57,3.21,64.68,0.51,20282,67.44,1.2,48310.41,30072.73,5777.42,11.96
1965,France,72.73,0,0,1,,68.7,1.9,4.86,2.7,58.08,0.53,20407,67.2,1.5,48757.8,30368.49,5905.27,12.11
1966,France,66.8,0,0,1,,68.7,1.9,5.24,2.6,50.49,0.48,20577,67.2,1.6,49163.66,30618.32,6039.57,12.28
1967,France,57.77,20.02,0,1,5/3/1967,81.1,2.3,4.95,2.79,53.13,0.02,20737,67.24,2.1,49548.3,30839.5,6184.23,12.48
1968,France,64.64,17.79,0,1,23/06/1968,80,2.1,4.42,4.54,52.14,-0.57,20805,66.98,2.6,49915.4,31063.62,6312.01,12.65
1969,France,79.25,13.31,0,1,,80,2.1,7.19,6.05,47.52,0.7,21043,67.17,2.2,50317.98,31327.22,6421.81,12.76
1970,France,84.21,15.79,0,1,,80,2.1,6.09,5.3,43.71,0.68,21368,67.55,2.2,50772.23,31631.83,6535.61,12.87
1971,France,84.21,15.79,0,1,,80,2.1,5.35,5.4,40.95,0.46,21516,67.37,2.4,51251.09,31936.36,6655.25,12.99
1972,France,84.59,15.41,0,1,,80,2.1,4.54,6.06,38.43,0.47,21676,67.27,2.4,51700.91,32221.44,6768.58,13.09
1973,France,86.01,3.86,0,1,4/3/1973,81.3,2.7,6.31,7.38,35.4,0.45,21961,67.57,2.2,52118.3,32502.13,6881.2,13.2
1974,France,76.12,3.73,3.73,2,,81.3,2.7,4.29,13.65,33.1,0.23,22184,67.7,2.2,52460.36,32768.88,6993.73,13.33
1975,France,68.75,6.25,6.25,2,,81.3,2.7,-0.98,11.69,33.37,-1.85,22198,67.29,3.3,52699.17,32987.15,7100.26,13.47
1976,France,61.73,5.99,10.15,2,,81.3,2.7,4.31,9.63,31.66,-0.56,22464,67.63,3.6,52908.67,33214.92,7189.58,13.59
1977,France,42.41,11.46,14.14,2,,81.3,2.7,3.45,9.49,31.24,-0.64,22771,68.04,4,53145.29,33464.84,7287.12,13.71
1978,France,32.55,36.93,3.4,2,12/3/1978,83.2,4.3,3.98,9.25,32.39,-1.79,22918,68,4.1,53376.32,33702.44,7396.36,13.86
1979,France,30,45,0,1,,83.2,4.3,3.56,10.65,32.55,-0.46,23101,68.02,4.7,53606.23,33963.91,7493.75,13.98
1980,France,30,45,0,1,,83.2,4.3,1.59,13.56,32.01,-0.41,23230,67.69,5,53880.01,34320.39,7503.46,13.93
1981,France,11.59,17.38,61.37,4,14/06/1981,70.9,7.1,1.08,13.31,31.07,-2.38,23356,67.12,6,54181.82,34795.85,7390.78,13.64
1982,France,0,0,100,5,,70.9,7.1,2.51,11.98,35.23,-2.81,23553,66.75,6.6,54492.49,35285.04,7255.14,13.31
1983,France,0,0,100,5,,70.9,7.1,1.26,9.46,36.25,-2.51,23609,66.08,7.3,54772.42,35727.55,7144.67,13.04
1984,France,0,0,100,5,,70.9,7.1,1.52,7.67,38.12,-2.71,23709,65.62,8.4,55026.08,36130.43,7073.33,12.85
1985,France,0,0,100,5,,70.9,7.1,1.62,5.83,39.85,-2.94,23766.09,65.28,8.7,55284.27,36404.63,7139.97,12.92
1986,France,44.03,25.16,21.37,2,16/03/1986,78.5,6.6,2.35,2.54,40.73,-3.17,23907.58,65.34,8.9,55546.51,36588.78,7311.92,13.16
1987,France,56,32,0,1,,78.5,6.6,2.58,3.29,42.23,-1.98,24021.53,65.27,8.9,55823.96,36804.71,7477.08,13.39
1988,France,20.35,12.95,45.03,3,5/6/1988,66.2,6.9,4.73,2.7,41.89,-2.53,24157.38,65.24,8.5,56117.98,37027.55,7638.89,13.61
1989,France,0,0,70,5,,66.2,6.9,4.35,3.5,41.76,-1.75,24341,65.39,8.1,56423.41,37226.73,7795.49,13.82
1990,France,0,0,70,5,,66.2,6.9,2.91,3.19,41.27,-2.4,25416.05,68.03,7.9,56708.83,37360.23,7955.06,14.03
1991,France,0,0,79.49,5,,66.2,6.9,1.04,3.21,42.29,-2.83,25470.75,68.03,8.1,56975.6,37438.7,8121.94,14.26
1992,France,0,0,76.82,5,,66.2,6.9,1.6,2.36,46.82,-4.55,25594.46,68.2,9,57239.85,37527.01,8285.68,14.48
1993,France,38.08,35.54,17.66,2,28/03/1993,69.3,6.4,-0.61,2.1,54.29,-6.3,25535.79,67.88,10.1,57467.09,37617.36,8445,14.7
1994,France,48.28,48.28,0,1,,69.3,6.4,2.35,1.66,58.38,-5.37,25713.22,68.21,10.4,57658.77,37695.37,8605.19,14.92
1995,France,54.74,41.29,0,1,,69.3,6.4,2.09,1.8,66.59,-5.12,25770.53,68.21,10.2,57844.25,37783.67,8772.43,15.17
1996,France,58.62,34.48,0,1,,69.3,6.4,1.39,1.98,72.59,-3.9,25976.48,68.57,10.5,58025.99,37883.93,8934.78,15.4
1997,France,24.73,14.55,57.81,3,1/6/1997,68,10.9,2.34,1.2,75.25,-3.63,26111.21,68.73,10.7,58207.49,37988.26,9087.75,15.61
1998,France,0,0,100,5,,68,10.9,3.56,0.65,77.03,-2.41,26402.56,69.32,10.3,58397.79,38085.44,9224.8,15.8
1999,France,0,0,100,5,,68,10.9,3.41,0.54,73.46,-1.58,26797.61,70.11,10,58677.41,38222.42,9358.04,15.95
2000,France,0,0,100,5,,68,10.9,3.88,1.68,71.9,-1.32,27062.47,70.42,8.6,59062.39,38427.68,9496.11,16.08
2001,France,0,0,100,5,,68,10.9,1.95,1.63,70.99,-1.44,27320.25,70.65,7.8,59476.23,38671.28,9628.85,16.19
2002,France,43.83,5.05,34.52,3,16/06/2002,64.4,12.2,1.12,1.92,74.65,-3.09,27558.64,70.77,7.9,59893.87,38938.71,9756.92,16.29
2003,France,66.67,7.41,0,1,,64.4,12.2,0.82,2.1,78.53,-3.86,27762.43,70.78,8.5,60303.63,39222.53,9869.44,16.37
2004,France,86.94,4.25,0,1,,64.4,12.2,2.79,2.14,80.07,-3.49,27915.89,70.64,8.9,60734.34,39515.88,9994.12,16.46
2005,France,89.75,3.23,0,1,,64.4,12.2,1.61,1.75,81.67,-3.17,28101.6,70.57,8.9,61181.5,39820.77,10114.89,16.53
2006,France,87.1,3.23,0,1,,64.4,12.2,2.37,1.68,76.9,-2.34,28359.39,70.68,8.8,61597.48,40122.15,10185.56,16.54
2007,France,79.54,5.11,0,1,10/6/2007,60.4,18.2,2.36,1.49,75.66,-2.54,28518,70.65,8,61965.05,40365.11,10254.6,16.55
2008,France,75,6.25,0,1,,60.4,18.2,0.2,2.81,81.58,-3.18,28490.62,70.31,7.4,62300.29,40523.34,10361.17,16.63
2009,France,82.84,5.57,0,1,,60.4,18.9,-2.94,0.09,93.2,-7.16,28672.97,70.57,9.1,62615.47,40631.98,10480.64,16.74
2010,France,81.14,4.57,0,1,,60.4,18.9,1.97,1.53,96.83,-6.79,28753.54,70.58,9.3,62917.79,40737.69,10603.54,16.85
2011,France,95.65,0,0,1,,60.4,18.9,2.08,2.11,100.7,-5.1,28937.95,71,9.2,63223.16,40760.11,10819.97,17.11
2012,France,35.54,0,62.84,3,17/06/2012,57.2,26.9,0.18,1.95,110.44,-4.81,29208.99,71.81,9.8,63514,40676.33,11129.91,17.52
2013,France,0,0,100,5,,57.2,26.9,0.64,0.86,110.92,-4.03,29399.51,72.45,10.3,63786.14,40578.89,11449.54,17.95
2014,France,0,0,100,5,,57.2,26.2,0.63,0.51,120.33,-3.96,,,10.3,64062.25,,,
1960,Germany,5.85,94.15,0,1,,87.8,9.2,,1.54,16.28,3.13,26518,70.34,0.7,55585,37698,6029,10.85
1961,Germany,3.13,96.87,0,1,17/09/1961,87.7,8.3,4.72,2.29,15.6,2.87,26772,70.95,0.5,56175,37735,6255,11.13
1962,Germany,22.18,77.82,0,1,,87.7,8.3,4.71,2.84,15.18,1.48,26845,70.72,0.4,56837,37958,6415,11.29
1963,Germany,24.06,75.94,0,1,,87.7,8.3,2.93,2.97,15.96,0.92,26930,70.75,0.5,57389,38063,6595,11.49
1964,Germany,25,75,0,1,,87.7,8.3,6.42,2.34,16.01,0.74,26922,70.52,0.5,57971,38176,6806,11.74
1965,Germany,23.91,76.09,0,1,19/09/1965,86.8,6.9,5.26,3.24,16.57,-0.62,27034,70.49,0.4,58619,38350,7028,11.99
1966,Germany,15.66,80.52,3.82,2,,86.8,6.9,2.89,3.53,17.07,-0.18,26962,70.2,0.5,59148,38410,7245,12.25
1967,Germany,0,55,45,3,,86.8,6.9,-0.25,1.8,19.69,-1.46,26409,69.24,1.4,59286,38141,7459,12.58
1968,Germany,0,55,45,3,,86.8,6.9,5.54,1.47,20.27,-0.83,26291,69.21,1,59500,37987,7654,12.86
1969,Germany,3.65,44.3,50.84,3,28/09/1969,86.7,6.6,7.46,1.91,18.39,1.12,26535,69.43,0.6,60067,38219,7837,13.05
1970,Germany,18.75,0,75,4,,86.7,6.6,5.04,3.45,17.48,0.52,26817,69.47,0.5,60651,38602,7991,13.18
1971,Germany,18.75,0,75,4,,86.7,6.6,3.01,5.24,17.64,0.16,26957,69.18,0.6,61302,38967,8221,13.41
1972,Germany,19.17,0,78.49,4,19/11/1972,91.1,5.8,4.27,5.48,18.03,-0.36,27121,69.15,0.8,61672,39223,8408,13.63
1973,Germany,27.78,0,72.22,4,,91.1,5.8,4.97,7.03,16.68,1.12,27433,69.43,0.8,61976,39509,8596,13.87
1974,Germany,26.03,0,73.97,4,,91.1,5.8,1.01,6.99,17.56,-1.64,27411,69.13,1.8,62054,39654,8777,14.14
1975,Germany,25,0,75,4,,91.1,5.8,-0.89,5.91,22.64,-5.59,27184,68.64,3.3,61829,39606,8937,14.45
1976,Germany,25,0,75,4,30/10/1976,90.7,7.3,4.45,4.25,24.91,-3.43,27034,68.28,3.3,61531,39593,9067,14.74
1977,Germany,25,0,75,4,,90.7,7.3,3.5,3.73,26.16,-2.5,27038,68.05,3.2,61400,39732,9220,15.02
1978,Germany,25,0,75,4,,90.7,7.3,3.11,2.72,27.74,-2.58,27212,68.12,3.1,61327,39945,9374,15.29
1979,Germany,25,0,75,4,,90.7,7.3,4.29,4.04,28.53,-2.66,27528,68.33,2.7,61359,40287,9499,15.48
1980,Germany,24.77,0,75.23,4,9/10/1980,88.6,8.5,1.3,5.44,30.23,-2.94,27948,68.45,2.7,61566,40828,9551,15.51
1981,Germany,23.53,0,76.47,4,,88.6,8.5,0.65,6.34,33.64,-3.9,28305,68.33,3.9,61682,41427,9452,15.32
1982,Germany,22.43,18.65,58.92,3,,88.6,8.5,-0.51,5.24,36.48,-3.44,28558,68.04,5.6,61638,41973,9273,15.04
1983,Germany,19.07,80.93,0,1,6/3/1983,88.4,9.8,1.47,3.29,38.23,-2.86,28605,67.48,6.9,61423,42389,9077,14.78
1984,Germany,17.65,82.35,0,1,,88.4,9.8,2.91,2.41,38.99,-1.98,28298,66.38,7.1,61175,42631,8980,14.68
1985,Germany,17.65,82.35,0,1,,88.4,9.8,2.6,2.07,39.49,-1.15,28434,66.56,7.2,61024,42721,9052,14.83
1986,Germany,17.65,82.35,0,1,,88.4,9.8,2.27,-0.13,39.56,-1.15,28768,67.25,6.6,61066,42776,9198,15.06
1987,Germany,20.41,79.59,0,1,25/01/1987,84.3,15.4,1.28,0.25,40.91,-1.81,29036,67.8,6.4,61077,42826,9348,15.31
1988,Germany,21.05,78.95,0,1,,84.3,15.4,3.44,1.27,41.39,-1.98,29220,68.02,6.3,61450,42959,9462,15.4
1989,Germany,20.52,79.48,0,1,,84.3,15.4,4.05,2.78,39.83,0.08,29624,68.48,5.6,62063,43258,9545,15.38
1990,Germany,20,80,0,1,2/12/1990,77.8,20.5,5.48,2.7,40.38,-1.89,30771,69.54,4.8,63254,44250,9686,15.31
1991,Germany,24.77,75.23,0,1,,77.8,20.5,5.2,4.05,36.82,-3.16,39577,71.55,5.6,79984,55310,11679,14.6
1992,Germany,25,75,0,1,,77.8,20.5,1.51,5.06,39.86,-2.6,39490,71.46,6.6,80595,55259,12309,15.27
1993,Germany,25,75,0,1,,77.8,20.5,-0.98,4.47,44.86,-3.09,39557,71.34,7.8,81179,55452,12712,15.66
1994,Germany,23.97,76.03,0,1,16/10/1994,79,22,2.52,2.69,45.46,-2.51,39492,71.09,8.4,81422,55550,12890,15.83
1995,Germany,16.67,83.33,0,1,,79,26.3,1.82,1.71,54.21,-9.42,39376,71.01,8.2,81661,55452,13184,16.14
1996,Germany,16.67,83.33,0,1,,79,26.2,0.85,1.45,57.27,-3.54,39550,71.2,8.9,81895,55551,13355,16.31
1997,Germany,16.67,83.33,0,1,,79,26.2,1.9,1.94,58.69,-2.94,39804,71.51,9.6,82052,55659,13527,16.49
1998,Germany,14.46,67.46,18.08,2,27/09/1998,82.2,30.9,1.78,0.91,60.53,-2.53,40131,72.11,9.4,82029,55653,13640,16.63
1999,Germany,0,0,100,5,,82.2,30.9,1.85,0.59,60.13,-1.7,39614,71.24,8.6,82024,55610,13816,16.84
2000,Germany,0,0,100,5,,82.2,30.9,3.2,1.44,59.79,0.86,39533,71.32,7.9,82160,55433,14163,17.24
2001,Germany,0,0,100,5,,82.2,31.1,1.84,1.98,58.85,-3.11,39686,71.75,7.8,82277,55312,14515,17.64
2002,Germany,0,0,100,5,22/09/2002,79.1,32.2,0.02,1.42,61.25,-3.94,39641,71.77,8.6,82456,55231,14896,18.07
2003,Germany,0,0,100,5,,79.1,32.2,-0.73,1.03,64.73,-4.17,39507,71.75,9.7,82502,55059,15332,18.58
2004,Germany,0,0,100,5,,79.1,32.8,0.7,1.67,67.95,-3.75,39948,72.94,10.4,82491,54772,15897,19.27
2005,Germany,0,5.48,94.52,4,18/09/2005,77.7,31.8,0.88,1.55,70.37,-3.42,40928,74.24,11.2,82465,55129,15855,19.23
2006,Germany,0,50,50,3,,77.7,31.6,3.88,1.58,68.34,-1.72,41429,75.52,10.1,82369,54858,16257,19.74
2007,Germany,0,50,50,3,,77.7,31.6,3.38,2.3,64.23,0.19,41590,76.24,8.5,82257,54549,16645,20.24
2008,Germany,0,50,50,3,,77.7,32.2,0.81,2.63,68.22,-0.18,41677,76.62,7.4,82135,54393,16824,20.48
2009,Germany,5.57,53.34,41.1,3,27/09/2009,70.8,32.8,-5.57,0.31,75.61,-3.24,41699,77.07,7.6,81904,54103,17032,20.8
2010,Germany,31.25,68.75,0,1,,70.8,32.8,3.94,1.1,84.24,-4.23,41684,77.33,7,81715,53902,17145,20.98
2011,Germany,31.25,68.75,0,1,,70.8,32.9,3.72,2.08,83.62,-0.96,41186,78.27,5.8,80249,52619,16848,20.99
2012,Germany,31.25,68.75,0,1,,70.8,32.9,0.62,2.01,86.33,-0.1,41330,78.37,5.4,80413,52739,16968,21.1
2013,Germany,29.97,68.49,1.54,2,22/09/2013,71.5,36.5,0.41,1.5,81.43,-0.14,41693,78.89,5.2,80611,52848,17148,21.27
2014,Germany,0,62.5,37.5,3,,71.5,36.5,1.58,0.91,82.11,0.29,41943,79.18,5,80896,52970,17351,21.45
1960,Greece,100,0,0,1,,75.5,1.3,,1.48,8.68,0.24,3606,,5.6,8331.72,5470.1,686.1,8.23
1961,Greece,87.95,0,0,1,29/10/1961,81.9,0.7,13.2,2.1,9.06,0.71,3639,66.14,5.5,8398.05,5502.14,698.85,8.32
1962,Greece,100,0,0,1,,81.9,0.7,0.37,-0.48,9.79,0.56,3547,,4.8,8448.23,5548.59,717.48,8.49
1963,Greece,60.82,0,0,1,3/11/1963,83,0.3,11.85,3.18,11.6,1.12,3494,,4.8,8479.63,5568.51,737.81,8.7
1964,Greece,86.61,0,0,1,16/02/1964,81.7,0.7,9.41,0.62,12.46,1.01,3438,,4.6,8510.43,5575.64,756.49,8.89
1965,Greece,100,0,0,1,,81.7,0.7,10.77,3.22,12.83,0.4,3420,,4.8,8550.33,5592.39,773.5,9.05
1966,Greece,97.26,0,0,1,,81.7,0.7,6.5,4.9,14.48,0.58,3395,,5,8613.65,5631.25,795.14,9.23
1967,Greece,16.36,0,0,1,,,,5.67,1.84,16.19,-0.15,3368,,5.4,8684.09,5674.08,817.75,9.42
1968,Greece,,,,,,,,7.2,0.14,17.44,0.43,3335,,5.6,8740.77,5700.73,839.52,9.6
1969,Greece,,,,,,,,11.56,2.64,18.95,1.06,3312,,5.2,8772.76,5695.21,875.28,9.98
1970,Greece,,,,,,,,8.93,2.84,18.84,0.63,3270,,4.2,8792.81,5653.64,972.7,11.06
1971,Greece,,,,,,,,7.84,3.29,19.21,0.1,3245,57.83,3.1,8831.04,5645.14,984.26,11.15
1972,Greece,,,,,,,,10.16,4.33,20.1,0.01,3227,,2.1,8888.63,5681.17,1013.64,11.4
1973,Greece,,,,,,,,8.09,15.38,16.59,-0.03,3255,,2,8929.09,5704.28,1043.73,11.69
1974,Greece,72.43,0,0,1,17/11/1974,79.5,2,-6.44,26.56,17.51,-1.21,3262,,2.1,8962.02,5721.59,1074.51,11.99
