year,country,gov_right1,gov_cent1,gov_left1,gov_party,elect,vturn,womenpar,realgdpgr,inflation,debt_hist,deficit,ttl_labf,labfopar,unemp,pop,pop15_64,pop65,elderly
2009,Norway,0,20.84,79.16,4,14/09/2009,76.4,39.6,-1.62,2.17,48.07,10.34,2590,80.94,3.2,4828.73,3200.01,713.74,14.78
2010,Norway,0,20,80,4,,76.4,39.6,0.6,2.4,48.42,11.01,2602,80.38,3.6,4889,3237,732,14.97
2011,Norway,0,20,80,4,,76.4,39.6,0.97,1.3,33.81,13.45,2629,80.27,3.3,4953,3275,755,15.24
2012,Norway,0,20,80,4,,76.4,39.6,2.75,0.71,34.68,13.85,2677,80.78,3.2,5019,3314,779,15.52
2013,Norway,21.1,15.78,63.12,3,9/9/2013,78.2,39.6,1,2.13,35.27,10.79,2704,80.74,3.5,5080,3349,802,15.79
2014,Norway,100,0,0,1,,78.2,39.6,2.21,2.03,32.85,8.73,2734,80.84,3.5,5137,3382,823,16.02
1991,Poland,13.04,53.67,0,1,27/10/1991,43.2,8,-7.02,76.77,76.23,,,,,38109,24983,3931,10.32
1992,Poland,23.11,34.63,0,1,,43.2,8,2.51,46.1,74.18,,17561.2,70.17,13.4,38173,25166,4022,10.54
1993,Poland,30.08,19.94,11.93,2,19/09/1993,52.1,8,3.74,36.96,72.77,,17371.2,68.96,14.1,38221,25332,4119,10.78
1994,Poland,0,0,65,5,,52.1,13,5.29,32.99,63.38,,17156.6,67.67,14.4,38252,25477,4206,11
1995,Poland,0,0,82.08,5,,52.1,13,6.95,27.95,50.94,-4.26,17070.2,66.9,13.2,38275,25613,4283,11.19
1996,Poland,0,0,68.17,5,,52.1,13,6.31,19.79,50.86,-4.63,17209.6,67.01,12.1,38289,25742,4363,11.39
1997,Poland,16.25,0,55.79,4,21/09/1997,47.9,13,6.99,14.91,47.83,-4.61,17025.7,65.81,10.9,38292,25862,4443,11.6
1998,Poland,96.01,0,0,1,,47.9,13,4.92,11.6,43.41,-4.21,17085.5,65.48,10.2,38283,25974,4524,11.82
1999,Poland,100,0,0,1,,47.9,13,4.45,7.15,46.24,-2.28,17057.4,65.29,13.4,38270,26034,4604,12.03
2000,Poland,89.5,0,0,1,,47.9,13,4.47,9.9,44.85,-2.98,17320,66.27,16.1,38256,26134,4678,12.23
2001,Poland,61.11,0,17.57,2,9/9/2001,46.2,20.2,1.28,5.41,43.18,-4.77,17374,66.03,18.3,38251,26314,4767,12.46
2002,Poland,0,0,86.67,5,,46.2,20.2,1.44,1.91,54.33,-4.85,17205,65.02,20,38232,26455,4862,12.72
2003,Poland,0,0,69.46,5,,46.2,20.2,3.56,0.68,54.81,-6.08,16925,63.64,19.8,38195,26592,4912,12.86
2004,Poland,0,0,56.29,5,,46.2,20.2,5.14,3.38,53.78,-5.08,17004,63.64,19.1,38180,26720,4981,13.05
2005,Poland,8.71,0,40.42,4,25/09/2005,40.6,20.4,3.55,2.18,54.45,-3.98,17134,63.85,17.9,38161,26836,5040,13.21
2006,Poland,63.61,0,9.13,2,,40.6,20.4,6.19,1.28,54.58,-3.57,16905,62.75,13.9,38132,26937,5091,13.35
2007,Poland,62.3,0,9.31,2,21/10/2007,53.8,20.4,7.2,2.46,50.91,-1.85,16820,62.22,9.6,38116,27035,5121,13.44
2008,Poland,52.63,0,15.79,2,,53.8,20.2,3.92,4.16,53.96,-3.62,16965,62.55,7.1,38116,27120,5133,13.47
2009,Poland,60.36,0,15.79,2,,53.8,20,2.63,3.8,57.14,-7.31,17227,63.56,8.1,38153,27192,5146,13.49
2010,Poland,52.63,0,15.79,2,,53.8,20,3.73,2.58,60.66,-7.53,17123,63.28,9.7,38517,27468,5179,13.45
2011,Poland,53.35,0,15.75,2,9/10/2011,48.9,23.7,5.01,4.24,61.15,-4.85,17221,63.71,9.7,38526,27438,5253,13.63
2012,Poland,60,0,15,2,,48.9,23.7,1.56,3.56,60.75,-3.69,17340,64.43,10.1,38534,27322,5404,14.02
2013,Poland,59,0,15.08,2,,48.9,23.7,1.26,0.99,62.59,-4.03,17361,64.92,10.3,38502,27148,5572,14.47
2014,Poland,56.5,0,15.79,2,,48.9,24.3,3.28,0.05,66.15,-3.31,17429,65.68,9,38484,26947,5772,15
1975,Portugal,,,,,25/04/1975,91.7,8,-4.35,15.27,22.43,,4030,71.17,4.4,9093.47,5799,923.45,10.16
1976,Portugal,0,0,70.59,5,25/04/1976,83.3,4.9,6.9,21.14,27.31,,4121,70.86,6.2,9355.81,5867,986.18,10.54
1977,Portugal,0,0,70.59,5,,83.3,4.9,5.6,31.02,28.57,-2.26,4165,70.78,7.4,9455.68,5914,1008.51,10.67
1978,Portugal,10.84,0,34.51,4,,83.3,4.9,2.82,21.04,32.07,-6.37,4177,70.05,8.1,9558.25,5977,1036.01,10.84
1979,Portugal,0,0,0,1,5/10/1979,87.5,6.8,5.64,21.9,21.88,-5.19,4274,70.65,8.2,9661.27,6052,1067.92,11.05
1980,Portugal,86.19,0,0,1,5/10/1980,85.4,6.8,4.59,15.87,31.97,-6.28,4360,70.99,8,9766.31,6142.1,1104.76,11.31
1981,Portugal,86.67,0,0,1,,85.4,6.8,1.62,19.04,40.26,-7.89,4334,69.62,7.8,9851.36,6224.99,1132.73,11.5
1982,Portugal,93.33,0,0,1,,85.4,6.8,2.14,21.68,43.17,-5.92,4330,68.82,7.8,9911.77,6292.15,1148.98,11.59
1983,Portugal,60.58,0,29.88,2,25/04/1983,78.6,7.2,-0.17,24,48.17,-3.61,4555,71.67,8.9,9957.87,6355.81,1159.79,11.65
1984,Portugal,35.29,0,52.94,3,,78.6,7.2,-1.88,28.38,53.63,-3.99,4529,70.58,9.6,9996.23,6417.12,1169.44,11.7
1985,Portugal,43.03,0,44.82,3,6/10/1985,75.4,6.4,2.81,19.46,56.63,-6.32,4514,69.82,9.8,10023.61,6465.26,1189.14,11.86
1986,Portugal,85.71,0,0,1,,75.4,6.4,4.14,12.33,54.78,-6.39,4520,69.54,9.5,10032.73,6499.82,1215.16,12.11
1987,Portugal,86.91,0,0,1,19/07/1987,72.6,7.6,6.38,9.63,61.64,-6.5,4567,69.93,8,10030.03,6530.46,1241.47,12.38
1988,Portugal,88.89,0,0,1,,72.6,7.6,7.49,10.1,61.88,-3.24,4616,70.4,6.7,10019.61,6557.22,1269.88,12.67
1989,Portugal,88.89,0,0,1,,72.6,7.6,6.44,12.69,59.54,-2.55,4678,71.08,6,10005,6581.4,1303.11,13.02
1990,Portugal,88.89,0,0,1,,72.6,7.6,3.95,13.63,56.06,-5.5,4949,74.91,5.6,9983.22,6606.85,1339.11,13.41
1991,Portugal,88.99,0,0,1,6/10/1991,68.2,8.7,4.37,11.85,57.67,-6.67,4840,73.02,5,9960.24,6628.02,1372.54,13.78
1992,Portugal,89.47,0,0,1,,68.2,8.7,1.09,9.56,55.25,-4.08,4720.7,70.99,5,9952.49,6649.6,1402.97,14.1
1993,Portugal,89.47,0,0,1,,68.2,8.7,-2.04,6.78,61.44,-7.7,4707.7,70.5,6.3,9964.67,6677.97,1432.12,14.37
1994,Portugal,89.47,0,0,1,,68.2,8.7,0.96,5.42,62.23,-7.29,4766.6,71.02,7.6,9991.53,6711.34,1462.77,14.64
1995,Portugal,73.06,0,13.85,2,1/10/1995,66.3,13,4.28,4.22,67.49,-5.18,4750.9,70.4,7.9,10026.18,6748.61,1495.95,14.92
1996,Portugal,0,0,77.78,5,,66.3,13,3.5,3.07,68.04,-4.74,4786.8,70.56,8,10063.94,6784.19,1529.01,15.19
1997,Portugal,0,0,77.07,5,,66.3,13,4.43,2.34,66.03,-3.7,4852.2,71.15,7.5,10108.98,6819.86,1562.91,15.46
1998,Portugal,0,0,82.35,5,,66.3,13,4.79,2.57,65.31,-4.39,5100.1,74.39,6.1,10160.2,6855.85,1597.03,15.72
1999,Portugal,0,0,84.8,5,10/10/1999,61.8,18.7,3.89,2.34,62.46,-3.03,5151.4,74.72,5.5,10217.83,6894.3,1628.06,15.93
2000,Portugal,0,0,69.67,5,,61.8,17.4,3.79,2.85,62.02,-3.21,5247.3,75.62,5.1,10289.9,6939.32,1665.5,16.19
2001,Portugal,0,0,57.89,5,,61.8,18.7,1.94,4.37,63.46,-4.79,5342.3,76.56,5.1,10362.72,6978.26,1705.27,16.46
2002,Portugal,69.35,0,15.39,2,17/03/2002,61.5,19.1,0.77,3.6,66.81,-3.34,5414.3,77.32,6.2,10419.63,7002.68,1735.82,16.66
2003,Portugal,94.44,0,0,1,,61.5,19.1,-0.93,3.22,70.62,-4.42,5433.8,77.45,7.4,10458.82,7015.44,1761.58,16.84
2004,Portugal,94.69,0,0,1,,61.5,19.1,1.81,2.37,76.65,-6.19,5421.3,77.26,7.8,10483.86,7016.87,1788.69,17.06
2005,Portugal,18.22,0,42.79,4,20/02/2005,64.3,21.3,0.77,2.28,79.97,-6.19,5461.4,77.83,8.8,10503.33,7016.92,1814.04,17.27
2006,Portugal,0,0,55.87,5,,64.3,21.3,1.55,3.11,79.41,-4.33,5499.6,78.31,8.9,10522.29,7023.14,1836.16,17.45
2007,Portugal,0,0,55.13,5,,64.3,28.3,2.49,2.45,78.09,-3.01,5533.1,78.67,9.1,10542.96,7033.53,1859.02,17.63
2008,Portugal,0,0,58.36,5,,64.3,28.3,0.2,2.59,82.76,-3.77,5534.6,78.66,8.8,10558.18,7036.43,1884.33,17.85
2009,Portugal,0,0,58.82,5,27/09/2009,59.7,27.4,-2.98,-0.84,96.12,-9.81,5486,78.04,10.7,10568.25,7029.41,1914.35,18.11
2010,Portugal,0,0,58.82,5,,59.7,27.4,1.9,1.4,104.09,-11.17,5489.6,78.28,12,10573.1,7013.11,1953.41,18.48
2011,Portugal,35.43,0,27.56,3,5/6/2011,58,28.7,-1.83,3.65,108.36,-7.38,5428.2,77.75,12.9,10557.56,6981.49,1992.03,18.87
2012,Portugal,66.67,0,0,1,,58,28.7,-4.03,2.77,138.85,-5.66,5382.6,77.64,15.8,10514.84,6933.16,2020.13,19.21
2013,Portugal,73.26,0,0,1,,58,31.3,-1.13,0.27,142.62,-4.84,5284.6,76.92,16.4,10457.29,6870.04,2051.23,19.62
2014,Portugal,79.21,0,0,1,,58,31.3,0.91,-0.28,152.42,-7.18,5225.6,,14.1,,,,
1990,Romania,0,0,91.3,5,20/05/1990,86.2,3.6,,,0.35,,,,,23198.44,15334.39,2415.23,10.41
1991,Romania,3.33,0,86.48,4,,86.2,3.6,-13.08,,0.96,,,,,22997.79,15233.58,2478.64,10.78
1992,Romania,13.68,0,71.98,4,27/09/1992,76.3,4.1,-8.72,,3.94,,,,8.3,22790.95,15150.67,2537.74,11.13
1993,Romania,0,0,95,5,,76.3,4.1,1.52,,4.15,,,,10.6,22759.95,15211.93,2597.63,11.41
1994,Romania,3.39,0,86.7,4,,76.3,4.1,3.93,,5.11,,,,11.1,22726.88,15267.03,2659.11,11.7
1995,Romania,8.94,0,75.68,4,,76.3,4.1,7.14,,6.6,-2,13114.52,85.65,9.7,22680.95,15311.03,2721.2,12
1996,Romania,9.15,0.27,87.5,4,17/11/1996,76,7.3,3.87,38.85,10.6,-3.5,12327.12,80.36,7,22607.62,15339.18,2775.53,12.28
1997,Romania,65,5,25,2,,76,7.3,-4.82,154.79,14.9,-4.4,12262.9,79.96,6.1,22545.93,15337.14,2831.33,12.56
1998,Romania,55.42,4.82,31.12,3,,76,7.3,-2.09,59.11,16.7,-3.2,11936.7,77.92,6.3,22502.8,15319.27,2889.21,12.84
1999,Romania,52.86,4.81,33.33,3,,76,7.3,-0.4,45.81,21.6,-4.4,11910.05,77.72,7.1,22458.02,15324.36,2936.99,13.08
2000,Romania,60.44,5.49,34.06,3,26/11/2000,65.3,10.7,2.4,45.68,22.4,-4.6,11869.77,77.33,7.6,22435.21,15350.23,2989.24,13.32
2001,Romania,0,0,100,5,,65.3,10.7,5.59,34.47,25.7,-3.4,11728.42,77.42,7.4,22408.39,15149.59,3030.16,13.52
2002,Romania,0,0,100,5,,65.3,10.7,5.18,22.52,24.8,-1.9,10475.41,70.53,8.3,21675.78,14851.48,3048.19,14.06
2003,Romania,0,0,100,5,,65.3,10.7,5.52,15.27,21.3,-1.4,10331.58,70.1,7.7,21574.37,14738.32,3047.63,14.13
2004,Romania,0.33,0.23,99.41,4,28/11/2004,58.5,11.4,8.36,11.89,18.6,-1.1,10255.56,69.94,8,21451.85,14663.61,3034.15,14.14
2005,Romania,41.58,25.16,29.1,2,,58.5,11.2,4.17,9.07,15.7,-0.8,10133.83,69.52,7.1,21319.67,14577.8,3079.54,14.44
2006,Romania,42.13,25.35,28.25,2,,58.5,11.2,8.06,6.61,12.3,-2.1,10286.82,70.98,7.2,21193.75,14493.53,3121.68,14.73
2007,Romania,69.9,19.82,7.84,2,,58.5,9.4,6.86,4.91,12.7,-2.8,10331.07,72.43,6.4,20882.98,14264.02,3148.73,15.08
2008,Romania,75.68,17.16,1.3,2,30/11/2008,39.2,11.4,8.46,7.91,13.2,-5.5,10213.2,72.96,5.6,20537.85,13997.59,3243.25,15.79
2009,Romania,57.24,0.58,35.62,3,,39.2,11.4,-7.07,5.58,23.2,-9.5,10144.62,73.16,6.5,20367.44,13866.41,3287.09,16.14
2010,Romania,52.46,23.53,1.93,2,,39.2,11.4,-0.8,6.07,29.9,-6.9,10139.96,73.59,7,20246.8,13779.55,3265.53,16.13
2011,Romania,61.95,23.16,5.79,2,,39.2,11.2,1.06,5.82,34.2,-5.4,10023.74,73.13,7.2,20147.66,13707.29,3249.36,16.13
2012,Romania,39.95,8.85,34.35,3,9/12/2012,40.9,13.3,0.64,3.38,37.4,-3.7,9441.54,69.19,6.8,20060.18,13645.83,3250.27,16.2
2013,Romania,40,4,53.14,3,,40.9,13.3,3.53,3.2,38,-2.1,9376.56,69,7.1,19985.81,13589.16,3277.42,16.4
2014,Romania,5.71,10.14,64.7,4,,40.9,13.5,2.96,1.38,39.8,-0.9,9408.24,69.77,6.8,19913.19,13485.06,3336.08,16.75
1990,Slovakia,65.22,34.78,0,1,9/6/1990,95.4,,,,,,,,,5299.19,3413.8,547.16,10.33
1991,Slovakia,62.2,37.8,0,1,,95.4,,,,,,,,,5303.29,3435.87,551.44,10.4
1992,Slovakia,81.29,18.71,0,1,6/6/1992,84.2,18.1,,9.89,42.35,,,,,5305.02,3459.14,555.69,10.47
1993,Slovakia,100,0,0,1,,84.2,18.1,7.11,23.29,47.27,,,,,5325,3493.5,564.34,10.6
1994,Slovakia,49.28,20.62,30.09,2,1/10/1994,75.7,18.1,6.21,13.42,42.15,,,,,5346.9,3531.69,573.63,10.73
1995,Slovakia,77.78,0,22.22,2,,75.7,14.7,5.84,9.84,37.62,-3.34,2438.18,68.33,12.1,5363.36,3568.4,582.96,10.87
1996,Slovakia,77.78,0,22.22,2,,75.7,14.7,6.76,5.78,36.99,-9.72,2493.88,69.25,11.1,5373.65,3601.2,592.07,11.02
1997,Slovakia,77.78,0,22.22,2,,75.7,14.7,6.07,6.14,38.17,-6.16,2485.28,68.41,11.5,5383.47,3632.99,601.02,11.16
1998,Slovakia,70.74,1.32,23.74,2,1/10/1998,84.2,14.7,4.01,6.67,40.37,-5.21,2513.55,68.58,12.7,5390.84,3664.92,607.74,11.27
1999,Slovakia,55,15,30,2,,84.2,12.7,-0.21,10.57,52.65,-7.28,2546.08,68.86,16.5,5395.61,3697.65,612.76,11.36
2000,Slovakia,55,15,30,2,,84.2,14,1.21,12.04,57.86,-12.02,2583.68,69.42,18.9,5400.7,3721.74,615.22,11.39
2001,Slovakia,55,15,30,2,,84.2,14,3.32,7.33,56.57,-6.4,2627.68,70.18,19.5,5379.53,3744.34,614.03,11.41
2002,Slovakia,50.43,23.35,26.22,2,21/09/2002,70,19.3,4.52,3.13,49.36,-8.09,2610.95,69.23,18.8,5378.66,3771.29,614.66,11.43
2003,Slovakia,18.75,81.25,0,1,,70,19.3,5.42,8.55,47.51,-2.7,2621.55,69.09,17.7,5379.33,3794.58,618.95,11.51
2004,Slovakia,18.75,81.25,0,1,,70,16.7,5.26,7.55,45.12,-2.31,2650.35,69.46,18.4,5382.36,3815.64,624.42,11.6
2005,Slovakia,18.75,81.25,0,1,,70,16.7,6.4,2.71,38.14,-2.87,2643.15,68.94,16.4,5387.1,3833.79,631.27,11.72
2006,Slovakia,23.3,38.46,34.09,3,17/06/2006,54.7,20,8.49,4.48,35.96,-3.56,2654.4,68.95,13.5,5390.92,3849.75,638.92,11.85
2007,Slovakia,31.25,0,68.75,4,,54.7,19.3,10.83,2.76,34.5,-1.92,2650.28,68.59,11.2,5396.57,3864.22,646.75,11.98
2008,Slovakia,31.25,0,68.75,4,,54.7,19.3,5.65,4.6,33.47,-2.34,2687.75,69.32,9.6,5405.86,3877.31,654.84,12.11
2009,Slovakia,29.09,0,70.91,4,,54.7,18,-5.49,1.62,42.03,-7.87,2686.8,69.17,12.1,5417.76,3884.14,664.74,12.27
2010,Slovakia,35.45,25.72,38.84,3,12/6/2010,58.8,15.3,5.08,0.96,46.89,-7.47,2703.5,69.61,14.5,5429.97,3883.6,674.45,12.42
2011,Slovakia,46.05,53.95,0,1,,58.8,16,2.84,3.92,49.36,-4.09,2678.31,69,13.7,5398.11,3881.77,684.56,12.68
2012,Slovakia,10.27,15.41,74.32,4,10/3/2012,59.1,18.7,1.52,3.61,57.73,-4.31,2706.96,69.85,14,5406.24,3875.56,700.44,12.96
2013,Slovakia,0,0,100,5,,59.1,18.7,1.43,1.4,60.69,-2.7,2715.25,70.32,14.2,5413,3861.46,721.68,13.33
2014,Slovakia,0,0,100,5,,59.1,18.7,2.52,-0.08,60.12,-2.69,2722.05,70.82,13.2,5418.6,3843.59,745.01,13.75
1990,Slovenia,,,,,8/4/1990,77,,,552.08,,,,,,1998.09,1369.56,213.86,10.7
1991,Slovenia,,,,,,77,,-8.9,114.83,,,,,,2001.77,1376.27,218.93,10.94
1992,Slovenia,,,,,6/12/1992,85.6,14.4,-5.46,209.93,,,,,,1995.83,1376.65,224.22,11.23
1993,Slovenia,37.5,25,37.5,3,,85.6,14.4,2.84,31.76,22.71,,,,,1990.62,1375.91,230.19,11.56
1994,Slovenia,47.02,20.24,27.98,2,,85.6,14.4,5.33,20.99,19.91,,,,,1988.85,1378.57,236.66,11.9
1995,Slovenia,50,18.75,25,2,,85.6,14.4,4.11,13.46,18.3,-8.18,988.65,71.6,6.8,1987.51,1377.17,244.77,12.32
1996,Slovenia,50,31.86,2.53,2,10/11/1996,73.7,14.4,3.52,9.86,21.6,-1.1,968.97,70.12,6.9,1991.17,1383.95,252.67,12.69
1997,Slovenia,43.34,5.21,44.41,3,,73.7,7.8,5.11,8.36,22.1,-2.31,954.28,68.96,6.9,1986.85,1385.32,258.81,13.03
1998,Slovenia,42.11,0,52.63,3,,73.7,7.8,3.29,7.89,22.8,-2.33,958.54,69.32,7.4,1982.6,1383.98,265.59,13.4
1999,Slovenia,42.11,0,52.63,3,,73.7,7.8,5.27,6.16,23.7,-2.98,970.6,70,7.3,1985.56,1388.11,272.15,13.71
2000,Slovenia,23.64,8.49,54.29,3,15/10/2000,70.1,12.2,4.16,8.92,25.9,-3.64,979.12,70.26,6.7,1990.27,1395.1,278.23,13.98
2001,Slovenia,62.5,0,37.5,3,,70.1,12.2,2.95,8.39,26.1,-3.88,979.84,70.14,6.2,1992.04,1397.04,284.88,14.3
2002,Slovenia,56.74,0,37.63,3,,70.1,12.2,3.84,7.47,27.3,-2.4,995.45,71.1,6.3,1995.72,1400.86,292.03,14.63
2003,Slovenia,58.82,0,41.18,3,,70.1,12.2,2.84,5.58,26.7,-2.62,995.49,70.95,6.7,1996.77,1404.78,297.14,14.88
2004,Slovenia,65.11,1.86,33.03,2,3/10/2004,60.5,12.2,4.35,3.59,26.8,-1.96,999.91,71.19,6.3,1997,1405.12,303,15.17
2005,Slovenia,0,23.49,76.51,4,,60.5,12.2,4,2.48,26.3,-1.33,997.04,70.92,6.5,2001.11,1406.7,309.54,15.47
2006,Slovenia,0,22.94,77.06,4,,60.5,12.2,5.66,2.46,26,-1.2,1003.71,71.26,6,2008.52,1410.72,316.34,15.75
2007,Slovenia,0,17.65,82.35,4,,60.5,12.2,6.94,3.61,22.8,-0.09,1022.97,72.74,4.9,2019.41,1414.79,323.56,16.02
2008,Slovenia,3.54,15.67,80.79,4,21/09/2008,63.1,13.3,3.3,5.65,21.8,-1.42,1041.71,73.95,4.4,2022.63,1410.35,330.28,16.33
2009,Slovenia,31.58,0,68.42,4,,63.1,14.4,-7.8,0.86,34.6,-5.88,1043.86,73.62,5.9,2042.34,1419.97,336.86,16.49
2010,Slovenia,31.58,0,68.42,4,,63.1,14.4,1.24,1.84,38.4,-5.64,1040.05,73.2,7.3,2049.26,1421.01,339.21,16.55
2011,Slovenia,20.67,0,79.33,4,4/12/2011,65.6,32.2,0.65,1.81,46.6,-6.66,1033.6,72.87,8.2,2052.5,1419.16,341.19,16.62
2012,Slovenia,14.48,13.7,71.81,4,,65.6,32.2,-2.72,2.6,53.9,-4.1,1034.65,73.25,8.9,2056.26,1412.05,348.68,16.96
2013,Slovenia,18.54,3.65,77.81,4,,65.6,32.2,-1.06,1.76,71,-15.03,1034.15,73.64,10.1,2059.11,,,
2014,Slovenia,40.1,0,59.9,3,13/07/2014,51.7,35.6,3.05,0.2,81,-4.97,1035.19,74.23,9.7,2061.62,,,
1977,Spain,0,95,0,1,15/06/1977,77,6,2.84,24.54,13.98,-2.43,13614.2,59.95,5.3,36563.84,22709.43,3997.04,10.93
1978,Spain,0,95,0,1,,77,6,1.46,19.77,13.78,-3.84,13654.7,59.32,7.1,36971.47,23017.58,4085.49,11.05
1979,Spain,0,92.53,0,1,1/3/1979,68.1,6.9,0.04,15.66,15.8,-3.71,13712.2,58.82,8.8,37289.01,23312.05,4155.66,11.14
1980,Spain,0,91.67,0,1,,68.1,6.9,1.3,15.56,26.56,-4.29,13755,58.31,11.5,37526.91,23589.84,4208.04,11.21
1981,Spain,0,98.7,0,1,,68.1,6.9,-0.13,14.55,28.94,-5.32,13807.8,57.85,14.2,37764.46,23867.66,4259.79,11.28
1982,Spain,0,92.05,7.95,2,28/10/1982,79.8,6.3,1.25,14.41,33.09,-7.03,13967.4,57.83,16,37987.11,24154.49,4347.52,11.44
1983,Spain,0,0,100,5,,79.8,6.3,1.77,12.17,38.48,-6.18,14149.1,57.94,14.3,38160.26,24418.55,4416.76,11.57
1984,Spain,0,0,100,5,,79.8,6.3,1.78,11.28,44.5,-6.84,14224.4,57.66,16.7,38325.24,24670.42,4498.53,11.74
1985,Spain,0,0,100,5,,79.8,6.3,2.32,8.81,48.23,-8.27,14285.1,57.36,17.8,38467.02,24903.13,4593.81,11.94
1986,Spain,0,0,100,5,22/06/1986,70.6,9.4,3.25,8.79,49.02,-7.28,14423.8,57.44,17.4,38571.94,25109.34,4707.33,12.2
1987,Spain,0,0,100,5,,70.6,9.4,5.55,5.25,47.5,-4.34,14968.9,59.16,19.7,38682.32,25304,4852.04,12.54
1988,Spain,0,0,100,5,,70.6,9.4,5.09,4.84,44.16,-4.44,15354.9,60.24,18.7,38764.31,25489.69,4998.25,12.89
1989,Spain,0,0,100,5,29/10/1989,70,14.6,4.83,6.79,44.64,-4.09,15516.8,60.44,16.5,38821.38,25673.27,5135.16,13.23
1990,Spain,0,0,100,5,,70,14.6,3.78,6.72,46.47,-5.34,15688.4,60.67,15.5,38860.83,25857.99,5275.67,13.58
1991,Spain,0,0,100,5,,70,14.6,2.54,5.93,48.3,-6.01,15822,60.67,15.5,38941.62,26077.5,5415.69,13.91
1992,Spain,0,0,100,5,,70,14.6,0.93,5.92,50.76,-4.94,15894,60.27,17,39147.94,26369.52,5557.24,14.2
1993,Spain,0,0,100,5,6/6/1993,76.4,16,-1.03,4.57,63.88,-8.19,16047.7,60.23,20.8,39356.08,26645.82,5704.44,14.49
1994,Spain,0,0,100,5,,76.4,16,2.38,4.72,62.68,-7.71,16244.9,60.4,22,39547.35,26897.16,5857.73,14.81
1995,Spain,0,0,100,5,,76.4,16,2.76,4.67,67.53,-7.04,16385.3,60.43,20.7,39718.89,27114.68,6015.66,15.15
1996,Spain,0,66.12,33.88,3,3/3/1996,77.4,24.6,2.67,3.56,73.86,-5.37,16671.27,61.06,19.9,39884.25,27304.25,6171.39,15.47
1997,Spain,0,100,0,1,,77.4,24.7,3.69,1.97,73.05,-3.91,16955.44,61.72,18.4,40049.97,27469.62,6324.25,15.79
1998,Spain,0,100,0,1,,77.4,24.7,4.31,1.83,73.47,-2.95,17195.66,62.29,16.4,40214.07,27603.85,6482.79,16.12
1999,Spain,0,100,0,1,,77.4,21.6,4.48,2.31,67.95,-1.32,17529.07,63.22,13.6,40369.67,27724.97,6616.98,16.39
2000,Spain,0,100,0,1,12/3/2000,68.7,28.3,5.29,3.43,65.17,-1.02,18083.96,64.96,11.9,40554.39,27839.53,6749.83,16.64
2001,Spain,0,100,0,1,,68.7,28.3,4,3.59,60.57,-0.55,18090.2,64.76,10.6,40766.05,27934.14,6898.56,16.92
2002,Spain,0,100,0,1,,68.7,28.3,2.88,3.07,59.25,-0.41,18961.23,66.76,11.5,41423.52,28401.51,7026.6,16.96
2003,Spain,0,100,0,1,,68.7,28.3,3.19,3.04,54.42,-0.37,19742.75,68.16,11.5,42196.23,28966.65,7119.25,16.87
2004,Spain,0,29.23,70.77,4,14/03/2004,75.7,36,3.17,3.04,52.51,-0.04,20375.75,69.07,11,42859.17,29501.72,7154.26,16.69
2005,Spain,0,0,100,5,,75.7,36,3.72,3.37,49.98,1.21,21140.56,70.19,9.2,43662.61,30120.19,7230.33,16.56
2006,Spain,0,0,100,5,,75.7,36,4.17,3.52,45.69,2.2,21779.98,71.28,8.5,44360.52,30553.42,7362.32,16.6
2007,Spain,0,0,100,5,,75.7,36.6,3.77,2.79,41.73,2,22426.08,71.91,8.2,45236,31188.44,7451.43,16.47
2008,Spain,0,0,100,5,9/3/2008,73.9,36.3,1.12,4.08,47.14,-4.42,23065.58,72.88,11.3,45983.17,31647.96,7577.39,16.48
2009,Spain,0,0,100,5,,73.9,36.6,-3.57,-0.29,61.95,-10.96,23260.42,73.25,17.9,46367.55,31756.9,7727.12,16.66
2010,Spain,0,0,98.75,5,,73.9,36.6,0.01,1.8,66.71,-9.39,23364.61,73.69,19.9,46562.48,31705.43,7892.79,16.95
2011,Spain,0,3.56,90.41,4,20/11/2011,68.9,36,-1,3.2,77.8,-9.61,23434.08,74.06,21.4,46736.26,31644.06,8052.2,17.23
2012,Spain,0,100,0,1,,68.9,36,-2.62,2.45,92.16,-10.44,23443.71,74.41,24.8,46766.4,31504.52,8179.88,17.49
2013,Spain,0,100,0,1,,68.9,36,-1.67,1.41,103.91,-6.91,23190.14,74.38,26.1,46593.23,31177.11,8345.53,17.91
2014,Spain,0,100,0,1,,68.9,39.7,1.36,-0.15,117.88,-5.89,22954.57,74.28,24.5,46464.05,30903.81,8509.52,18.31
1960,Sweden,0,0,93.21,5,18/09/1960,85.9,13.8,,4.14,23.69,2.06,3662,,1.9,7484.66,4926.45,879.47,11.75
1961,Sweden,0,0,92.86,5,,85.9,13.8,5.68,2.16,24.25,3.55,3688,,1.6,7520,4970.77,898.12,11.94
1962,Sweden,0,0,92.86,5,,85.9,13.8,4.26,4.77,21.45,4.14,3712,,1.6,7561.59,5015.32,917.45,12.13
1963,Sweden,0,0,92.86,5,,85.9,13.8,5.33,2.87,19.3,2.68,3720,73.61,1.9,7604.33,5054.15,937.09,12.32
1964,Sweden,0,0,94.59,5,20/09/1964,83.9,13.3,6.82,3.39,17.44,2.72,3718,73,1.8,7661.35,5093.28,957.95,12.5
1965,Sweden,0,0,100,5,,83.9,13.3,3.82,5.01,15.89,4.41,3742,72.9,1.3,7733.85,5133.81,980.41,12.68
